#OTUID	KOSMOS.D1.MPBS	KOSMOS.D15.MPAS	KOSMOS.D24.MPAS	KOSMOS.D32.MPAS	KOSMOS.D36.MPAS	KOSMOS.D42.MPAS	KOSMOS.D48.MPAS	KOSMOS.D8.MPAS
D_3__Puniceispirillales_D_4__SAR116_clade$aa05be0f725150bca8d2b05ea0df8d39	213	203	164	98	117	73	61	275
D_3__Sphingomonadales_D_4__Sphingomonadaceae$9af2abe9b5a7a08e7860b1dd82441620	5	0	915	1375	0	0	0	115
D_3__Flavobacteriales_D_4__NS9_marine_group$9471924b01a672122b8f9e41e48b95be	0	0	0	30	0	25	17	22
D_3__Cellvibrionales_D_4__Halieaceae$fd07c02ea1941ca03eed9aa9cda65e9f	69	235	242	432	228	385	381	131
D_3__Flavobacteriales_D_4__Cryomorphaceae$22e4986ff1b1b3e386f6d7377568b53a	93	226	65	154	47	703	845	62
D_3__Flavobacteriales_D_4__Crocinitomicaceae$0ca3a0278fb768920ec110a4a4f608ac	0	0	0	1286	29	130	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$7c85bd8dbdd720ad4f0c7b3310a3f9d6	0	0	0	0	0	0	0	4
D_3__Desulfobacterales_D_4__Desulfobacteraceae$733efda0dfa1e4aee08a104471720d97	0	0	0	0	22	14	0	13
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a177d700b50e2817eebb7bd5c6ab8c87	240	32	13	0	0	0	0	52
D_3__Cellvibrionales_D_4__Halieaceae$bd2764ac88abee9e13e2a78d932cd7fa	19	21	10	43	30	24	82	102
D_3__Alteromonadales_D_4__Colwelliaceae$794c3a38a899cc107b1f64170567f666	0	0	19	36	0	38	35	0
D_3__UBA10353_marine_group_D_4__uncultured_gamma_proteobacterium$593d9a4ba41ea703b96e12479e19172c	44	46	0	105	53	43	115	388
D_3__Chitinophagales_D_4__Saprospiraceae$8b7c6e896c52a379a4bda7d0a9ec6f33	334	81	266	113	14	87	145	316
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b525c4b0a4b877dcb78b71da68bdb106	0	0	530	74	50	184	98	0
D_3__Flavobacteriales_D_4__NS9_marine_group$8eea45d3959e7ea49d0edec2e8a371a6	109	498	178	86	187	422	894	118
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$ee784379a944fb5bb5f4a50dcbde165a	305	37	30	20	15	0	0	91
D_3__Sphingomonadales_D_4__Sphingomonadaceae$b8e2ceea572597e1ffbdd5f53a2db7d1	0	0	286	784	359	736	319	0
D_3__Cellvibrionales_D_4__Halieaceae$fd19bafa8802d94449c85a9b139ac5c8	180	157	208	315	227	252	202	79
D_3__Sphingomonadales_D_4__Sphingomonadaceae$c724206f5ee9de71575351215254e822	0	348	322	169	45	133	0	0
D_3__Microtrichales_D_4__Ilumatobacteraceae$7e6d05039e9d3ab8fdeb8437abe74ec1	416	839	385	84	254	76	73	189
D_3__Flavobacteriales_D_4__Cryomorphaceae$b0968043b642328ae8aa08c3a4749606	0	113	70	79	44	104	36	32
D_3__Flavobacteriales_D_4__Cryomorphaceae$91482efce85a075a7487aae1c7118f7b	59	97	99	143	42	184	405	480
D_3__Thiomicrospirales_D_4__Thioglobaceae$c743b34bc19b6d9f7aa339135a90f2b7	17	48	7	62	27	55	152	343
D_3__Cellvibrionales_D_4__Halieaceae$ebad7559f36a9a3632b24e7ffee96a54	43	80	37	51	26	62	144	155
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$2349834768dc20f29ce2ac56ae8bf917	0	0	0	38	0	67	191	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ba6125d83b109e9d5509b91027752b57	0	14	546	97	79	180	141	19
D_3__Verrucomicrobiales_D_4__DEV007$f89be733563a4fab14795eda195df5d0	252	565	119	46	612	104	86	122
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e3c185d2c7d711f1ee939f24a55ef458	190	417	310	328	247	224	182	213
D_3__Parvibaculales_D_4__PS1_clade$35e966394ea4657080907d2a82dbbf9b	154	401	594	28	96	157	743	120
D_3__Puniceispirillales_D_4__SAR116_clade$2c2bdb94909d75e5cc74516de3640b13	300	253	179	144	303	113	184	199
D_3__SAR11_clade_D_4__Clade_II$2d522f577d0ac7ef324c63a0c13601d1	127	204	270	273	92	156	136	195
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$bdb2e93e31f0ad17587f783f4fdd7b28	350	423	167	156	176	47	83	199
D_3__Flavobacteriales_D_4__Flavobacteriaceae$a1cb39f218f80bec897c76e75f4fd978	154	255	230	389	402	418	290	126
4479062b02e37bb737123197ace16014$Unassigned	28	6	0	0	0	0	0	33
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$eabb8912a272545b7c97e65b682bb15a	127	188	43	76	25	27	119	257
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$9e226c2e0b6cc98aefb15a444b658f9a	0	0	0	0	0	0	0	502
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7e80cbd7b14ce0e73236f326e7611c0c	453	163	69	28	54	165	332	66
D_3__Flavobacteriales_D_4__Flavobacteriaceae$c52de56dff805ab1430afa3e02bbcf76	301	198	144	205	108	105	53	326
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$759684bdfc07068c417d96936a4c9d8f	0	24	0	0	7	0	0	25
D_3__Flavobacteriales_D_4__Flavobacteriaceae$6a269d06aab38a2fca5fedd89d60841e	176	132	96	66	82	186	345	251
D_3__Flavobacteriales_D_4__NS9_marine_group$5debfb1d5335959f2c811df7e2536e89	154	439	168	61	245	242	739	123
D_3__SAR324_clade(Marine_group_B)$2dfef678517ef9862d5c6daf482ae05c	36	51	0	81	24	299	197	487
D_3__Flavobacteriales_D_4__Crocinitomicaceae$0b14ebbe72113447234286dc01a1df26	0	0	564	0	0	0	0	0
D_3__SAR86_clade$dd25d474a43908703d8e03bee56bed26	162	296	205	434	226	375	359	215
D_3__Flavobacteriales_D_4__Cryomorphaceae$4e21c8fb033dafbbece8063bc81afb36	29	0	13	113	23	20	71	87
D_3__Flavobacteriales_D_4__Flavobacteriaceae$4aea14864d9c961b5759921aa8cab3c2	195	283	412	118	148	298	456	264
D_3__Rhodobacterales_D_4__Rhodobacteraceae$187acdd4b62e764c0048eb669c9dbf94	373	192	251	75	191	120	120	114
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$b12edcb675105b1cc64cc05b27be9ec5	0	3	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$06723fee58785c6ff4b62f5c5cf0abdd	219	324	381	180	167	78	157	275
8fe837f69bfd0cc9ff28391558c4d3a7$Unassigned	41	16	0	12	8	6	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$f3d64f0bdb112501773f302fd53ec640	8	99	643	121	7	9	0	21
D_3__Cellvibrionales_D_4__Porticoccaceae$9843e82ea693696a512e2fd5001fb2f6	34	184	82	267	90	153	347	288
D_3__Flavobacteriales_D_4__Flavobacteriaceae$3941727df8a481ab61167b0d3b72d9e5	230	500	218	88	239	100	40	274
D_3__Puniceispirillales_D_4__SAR116_clade$b85465bf06c0d8d9d9bd0631e6b659eb	93	90	126	54	78	44	147	120
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$edcd5834e777e9ebcde794a5160c5297	145	78	114	37	0	0	0	75
D_3__Chitinophagales_D_4__uncultured$349423f938682795095e2647cc3026f2	386	124	514	64	120	58	0	724
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$38ca0b07736d74a338d6f2622ea9a415	51	0	0	0	0	127	138	0
D_3__SAR11_clade_D_4__Clade_II$1fd1d27298b882d74a8f59dc9b03e7df	99	183	243	238	73	172	154	179
c84486a16ca628373dcd33110efad935$Unassigned	26	89	157	63	295	156	82	44
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$e4ea35ca034ca1112a90515dec19100c	511	50	0	0	0	0	0	31
D_3__Flavobacteriales_D_4__Cryomorphaceae$9e24e92fc94c09001c8751a2f46dbc59	11	7	0	66	4	4	15	93
D_3__Corynebacteriales_D_4__Mycobacteriaceae$c9c4123127533a2a7387fb64f9edc37e	0	7	408	763	100	141	26	0
D_3__Francisellales_D_4__Francisellaceae$1cf66acddae9a3e06ff902aceb9d5c4b	0	118	10	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$fd0501350076fb204c2b9ab801061dec	30	33	36	0	0	10	0	68
D_3__Flavobacteriales_D_4__Flavobacteriaceae$06f1113cb812289c0e4827358af72ff0	230	192	100	57	96	40	51	194
D_3__Candidatus_Peregrinibacteria$ef31b721a41732bab403ef4193620d99	0	0	0	0	20	0	13	17
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1165eaeedfdf9bdbb6696938ee87cfc5	72	157	179	564	469	350	148	140
D_3__HOC36$a034059c5e481f5ecc188efdd0d21e41	55	70	0	35	15	66	78	495
D_3__Synechococcales_D_4__Cyanobiaceae$cec9b7445da40afce01864729f50dc23	415	188	124	169	315	120	93	59
D_3__Flavobacteriales_D_4__Flavobacteriaceae$745d48999d674c816d4a96eb0f42467d	0	218	56	53	162	950	372	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1ca55cff0d2cd85c0a8dbc46434b767a	185	268	121	244	111	219	145	289
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a87328103bec76136cd166f5668446c7	94	238	273	81	260	281	149	131
D_3__Betaproteobacteriales_D_4__Methylophilaceae$5a212ad56c44cfeb1bea4415394a8840	122	146	90	148	87	117	136	168
D_3__Flavobacteriales_D_4__Flavobacteriaceae$df8f884962de712aee3c2585a3793eb0	0	23	271	0	0	65	0	35
D_3__Flavobacteriales_D_4__Cryomorphaceae$32d8df9fbb59ae5332b93d02d42ce1cd	131	98	0	0	358	430	119	129
D_3__Parvibaculales_D_4__OCS116_clade$21c64468ca8dd063030a18a30cd45e6c	211	270	129	400	115	129	112	217
D_3__Pseudomonadales_D_4__Moraxellaceae$d84df7c221e26cce01111b75606b0da9	0	113	317	55	14	35	0	40
$7925272aea27ee7095a02193db04caf2	343	549	105	71	110	0	0	486
$70db9def9453e4226ae596e454584e93	6	4	0	47	12	0	12	38
D_3__Sphingomonadales_D_4__Sphingomonadaceae$0ee86231d6c34b254988241f9b6bbc8a	0	27	840	360	0	0	0	0
D_3__Oligoflexales_D_4__053A03-B-DI-P58$89e634d9337f6132258d937cf3cbb869	0	0	7	162	12	49	55	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$7f218f4dc55c27a35983be7c8e1f6c40	0	0	0	37	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$af78d36982428756ff09a383afe721e0	0	0	11	26	7	0	0	0
D_3__SAR324_clade(Marine_group_B)$9fbcaf2b4f2d8d256ec96c9932ec7678	56	86	150	802	112	151	140	116
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$573cefca78df7f5ce40e1a4f63e73077	18	40	0	100	45	72	283	672
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2eefe5711471cbffef8faf3573fcec1b	0	0	21	0	0	34	0	0
D_3__SAR11_clade_D_4__Clade_II$d983c2a811d59ec7cb508ac33704f6a6	156	244	168	301	105	141	87	158
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7752fcb1460e90f3147d29cd58f682c9	24	27	47	0	0	11	15	26
D_3__Rhodobacterales_D_4__Rhodobacteraceae$31f4c88a9e5ece0527f57182e0f6d364	28	43	15	17	0	22	32	10
D_3__Flavobacteriales_D_4__Flavobacteriaceae$39005a241d3e7c00ef1eb4d4d15f4a9a	0	17	0	1149	460	325	137	0
D_3__Tenderiales_D_4__Tenderiaceae$f57170c5308b8d6f68cbbb9518a744d0	96	80	65	101	115	119	91	66
D_3__Sphingomonadales_D_4__Sphingomonadaceae$d0ea3bf9a07af3f5fae15dc1877a68d5	0	10	330	1044	33	132	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$765355eb62dceab1f16b7a7ed75e6cb5	0	28	43	69	0	6	0	12
D_3__Flavobacteriales_D_4__Flavobacteriaceae$c02262f47a1362e7d9f0beb28ef564c4	48	34	37	11	34	32	49	22
$e83a908d9dbef188a656afce34f8e6ff	367	293	48	131	74	77	59	338
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ea35519e4c13a1739b5ce09c2f57f134	195	246	152	170	177	108	139	248
D_3__Oceanospirillales_D_4__Nitrincolaceae$c48cc4ce333d6cb35dd968e7bdb66d9f	25	27	48	218	0	0	15	55
D_3__Parvibaculales_D_4__PS1_clade$78e8f4f07cf00a81d3b5c7527f68b44e	20	17	29	0	0	62	107	14
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$5b21fd7400f5e8fc7699cc807fe5487e	85	580	150	63	5	28	23	104
D_3__SAR324_clade(Marine_group_B)$af31dfdb37314334540adaadc108d18b	0	23	15	696	77	930	286	0
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$d44a31414c3d84168d5a16a5b4467d70	39	182	88	16	53	5	13	34
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$37d20d584b7964299eadfa9a0db93458	152	157	166	104	112	0	125	179
D_3__Cellvibrionales_D_4__Halieaceae$60c0f7bbaf88b72689bc1b653a636de2	4	26	6	39	18	26	111	34
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$31dc6ab40a92b3faf1f701b93c49b0ba	0	0	123	11	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$eda602583dff2fcdad1a3c6b23672bc3	364	375	167	65	91	62	71	310
D_3__Oceanospirillales_D_4__Nitrincolaceae$029c2b1226a7dd6e689e505dbf68a9da	9	5	0	26	4	0	33	108
D_3__Opitutales_D_4__Puniceicoccaceae$9236291e44aa7edb55897501033f3f56	91	123	310	77	107	160	184	80
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$c7a62f3ef010a3b7423178cb71c3a23e	0	0	0	13	3	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$38bc9fe4d0184d4dddaec06014452faf	7	42	32	72	28	40	222	89
D_3__Campylobacterales_D_4__Sulfurovaceae$bf4045cdc2335719380294534ba723d7	22	23	28	51	29	90	75	65
D_3__Balneolales_D_4__Balneolaceae$6fdec15871495d4e17ed5844af0984e1	282	129	146	128	124	0	0	196
D_3__SAR86_clade_D_4__uncultured_marine_bacterium$10344e49e1fa8dd6a057242a2ec31945	16	99	59	278	67	245	545	213
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$8acce833ff478690d71516fe6e44c4ca	243	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ecf63e13ecb301b903ffeef0987b16c3	0	0	0	0	92	143	52	0
D_3__Rhodospirillales_D_4__Thalassospiraceae$e4aaf5e8feb3975b4c62a61db0fcabf9	0	3	1789	0	0	0	0	0
D_3__Xanthomonadales_D_4__Xanthomonadaceae$8875b05b508dbb42caaeb1c1e28fcf04	0	0	0	0	0	0	0	16
D_3__Pirellulales_D_4__Pirellulaceae$36cc33380a188d31aa2754c5c84b61eb	62	69	70	145	51	39	43	65
D_3__Rhodobacterales_D_4__Rhodobacteraceae$7e99d21c124b90b4e9f135dcb0d55572	54	0	0	163	0	31	18	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$fa9f0fcd6064013e1aeca83f847e4abc	18	0	15	45	7	0	14	83
D_3__Campylobacterales_D_4__Arcobacteraceae$887f29959263abde7cc78d2740d761da	301	97	55	7	28	0	19	394
D_3__SAR324_clade(Marine_group_B)$adb12269a036c3a24f1ee713f2cb53c3	252	156	162	88	50	33	43	197
D_3__Flavobacteriales_D_4__Cryomorphaceae$4195b6d0ddedc18daed954f075dd3a47	75	262	37	16	387	86	54	156
D_3__Microtrichales_D_4__Microtrichaceae$75b1f66507ea908909552b419a68a5dd	360	348	143	32	101	79	28	151
D_3__Puniceispirillales_D_4__SAR116_clade$aa9bfeaef972bcaad3d5af0edde085d7	0	79	139	215	92	0	100	95
D_3__Sphingomonadales_D_4__Sphingomonadaceae$2e7a5627539351d24144922aaed0c9f0	0	52	49	61	0	18	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$d812667be9a81be12e524a0dfd94359b	114	102	258	64	39	134	153	274
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e79eaefcdae4400c49652bcbc12b08ee	462	128	185	34	21	27	49	259
D_3__Sneathiellales_D_4__Sneathiellaceae$4d21785a037321487f7d020e8ec3fe00	0	0	0	21	5	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8d0580e9a012eb452434335e1317bd31	41	0	12	0	0	33	25	13
D_3__Rhizobiales_D_4__Xanthobacteraceae$0c0b7ffb50c9e5a4617c2134ac9eab6c	0	0	0	613	0	34	0	0
D_3__Planctomycetales_D_4__Gimesiaceae$cd0a615539db1a77818bc9af201eff7c	15	4	3	22	9	8	0	34
D_3__Pseudomonadales_D_4__Pseudomonadaceae$40cbd036e05bc20cdb3d967167795a37	0	0	10	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$cd695f47025a46e7166071259c6569c4	16	39	28	34	15	60	118	19
D_3__Betaproteobacteriales_D_4__Methylophilaceae$8d5b9db5799207ce562475c2dd672dea	49	0	0	0	0	0	0	0
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$5d30b1e9db40edb9f9db8058fa9bffc5	0	0	0	0	4	0	0	34
D_3__Flavobacteriales_D_4__Flavobacteriaceae$66715f61b98fd31389476bafebfd2b39	0	33	31	76	111	325	289	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$200a438e882a183999683d9c19248f48	80	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Schleiferiaceae$194fac6c221f068b1e81f818fc0495a3	174	100	130	56	0	27	19	112
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$720b744f4cad18aba9de99b5f41785da	0	0	0	12	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e2e3268741e33607b3560e5811e1e5d7	0	0	0	4	0	0	8	7
D_3__Chitinophagales_D_4__Saprospiraceae$a222ffbb125f0acae892b16d3ca10873	811	45	217	25	0	16	0	20
D_3__Flavobacteriales_D_4__Cryomorphaceae$fbf2a0ad24698a9947588b4bd689cf11	67	10	0	0	0	0	0	15
D_3__Pirellulales_D_4__Pirellulaceae$37221c81bb9233cd17279799ec2592cb	64	46	62	303	113	105	105	52
D_3__Opitutales_D_4__Puniceicoccaceae$7710c02776a2eb5306250428ae613290	59	179	147	29	352	186	278	84
D_3__Campylobacterales_D_4__Arcobacteraceae$2e7af2fff7355606906d66b3c73adc93	23	511	265	310	39	177	169	8
D_3__Flavobacteriales_D_4__Cryomorphaceae$d434da1da2e66ada95c777424e7058d7	0	0	0	0	0	0	0	75
cc38cf071ff82e664321a4f67ab108b1$Unassigned	0	21	52	25	4	4	17	0
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$abb3d1b338278e1ce5248ed20bff1603	66	61	25	27	14	6	43	105
6631caddfe961c6890a80175c6098902$Unassigned	170	13	77	48	53	7	0	1078
D_3__Alteromonadales_D_4__Alteromonadaceae$429cbc16900b0182c399d241c25979cc	0	0	553	10	0	19	0	0
D_3__Cellvibrionales_D_4__Halieaceae$1867207937c82cb159961483ad3ff80a	21	69	126	107	150	235	168	151
D_3__SAR11_clade_D_4__Clade_I$ea72e663c76c880aeaf7cbaf5e6e35f3	116	160	105	107	60	64	171	242
33b2437a3ffe1f0e5d753423a05e168a$Unassigned	6	10	8	31	0	14	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$75278b9ad87b4a3e9ab339d2fa6d00a2	0	8	154	1262	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e29966fe2e375cfce9d3443134c06374	0	0	0	33	50	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2cbb4a15cc9cdf643a65859d44922f69	0	0	1277	16	0	0	7	0
D_3__Cellvibrionales_D_4__Porticoccaceae$04c1af9586cc14fe23c212ef96884b29	0	92	184	0	0	55	298	181
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1caebe9339574cebf7f94f6559180df3	0	137	150	0	0	106	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$c6724b2c249e242e7b58533deaef0a92	22	112	37	62	77	32	0	146
D_3__Cytophagales_D_4__Cyclobacteriaceae$b3bf656b002045259476cef93e27dfa0	0	0	49	42	14	371	224	29
D_3__Flavobacteriales_D_4__Flavobacteriaceae$d9372bb020fe82aea809f9105d7cce2f	57	101	285	78	151	380	328	39
ba8aa899595c146c4177ab4fe1e915d7$ba8aa899595c146c4177ab4fe1e915d7	116	115	224	43	148	157	164	122
D_3__Micrococcales_D_4__Microbacteriaceae$3408219e3a86c5f4c2b3f52a099468c4	358	348	103	10	39	9	15	208
d845edbf71becd933abec195240cbecd$Unassigned	89	43	53	0	0	0	0	57
D_3__Flavobacteriales_D_4__NS9_marine_group$ee9e58617239b318eeaa202e5f9046f7	108	129	66	357	82	132	168	229
D_3__Flavobacteriales_D_4__Cryomorphaceae$2dcaaa18a57abef8c1a77fd9d55cbf5f	240	101	61	0	170	243	93	98
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$e9252fc69dafafee5219677a290150f9	0	0	0	366	0	178	5	0
D_3__Opitutales_D_4__Puniceicoccaceae$5208de9e352b3694c77d14e0c8c8ff6a	0	109	137	135	375	288	262	150
02e85c155ee955f00d1aada2e57ed2e7$Unassigned	43	47	95	103	0	66	74	37
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2bdbae3f4519442d164abe937709eceb	22	0	19	0	0	16	5	0
D_3__Chitinophagales_D_4__Saprospiraceae$12ab52c703a5897515e0bdf33801f96e	36	6	18	0	0	71	49	24
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b27dd55ffa10a559f5c4316d3a6da072	215	283	104	48	91	70	13	216
D_3__Microtrichales_D_4__Microtrichaceae$c034643a30ebbc620639064e51a1b0eb	561	50	0	0	0	0	0	109
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b84902deba76a10027678f1ea366155d	0	172	91	116	62	144	81	84
D_3__SAR11_clade_D_4__Clade_II$1a4a9ea5ae4d97b935b04e999927e83b	0	67	76	300	73	285	174	111
77db2cb2c2c5f9b6405d101588d86c9d$Unassigned	85	56	59	0	0	0	0	46
D_3__Flavobacteriales_D_4__Crocinitomicaceae$6f4f7ea5288d2bb266290c7a5f9df094	10	8	23	32	5	9	17	19
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ca0f88130e58166e691d4da7cd3268ef	60	154	89	69	33	44	0	106
D_3__Flavobacteriales_D_4__Flavobacteriaceae$894ca65c7a9e49a5701ac210d0192bcc	0	17	47	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$3c38b95a5552dd3c0430d9b7b810046e	102	43	133	75	39	63	53	84
D_3__Flavobacteriales_D_4__Flavobacteriaceae$fedf48ea8966bdc6855301168cb312d1	0	0	27	595	195	458	82	0
7056ba9cc06942c61b074804dcb81195$Unassigned	0	138	104	24	0	0	0	58
D_3__Candidatus_Peregrinibacteria_D_4__uncultured_bacterium$5b61d6319327b85bc171a4383f13fb71	79	28	73	368	24	0	0	132
D_3__Flavobacteriales_D_4__Flavobacteriaceae$bc02376e2d0850f2fe295a60f4f7de0e	61	46	32	0	15	37	40	96
D_3__SAR11_clade_D_4__Clade_I$423c00b59775e45ecd3d2366cd30ffaf	0	169	140	149	0	0	138	185
D_3__Flavobacteriales_D_4__Crocinitomicaceae$cc5b5ab9af498fa6c07147bffa7284f7	0	0	96	225	0	0	0	0
58eebe352d40989de48fbf637a411806$Unassigned	4	0	0	6	3	0	0	153
D_3__Pseudomonadales_D_4__Pseudomonadaceae$4653c4907a4f883064e8af7d12432e14	0	5	713	18	0	10	7	66
D_3__Campylobacterales_D_4__Arcobacteraceae$87a571d1e255bb1b70c193123cd92fca	122	433	109	87	0	56	55	64
2a71fb0ad2610e3cdd99458f0905dd9c$Unassigned	336	29	39	28	11	4	0	155
D_3__Cellvibrionales_D_4__Porticoccaceae$0199115d0a60adaf85d49a16bafd9359	0	212	221	0	0	38	95	135
D_3__Puniceispirillales_D_4__SAR116_clade$3290e0b457faa0f510f7e581a9ef372e	16	31	37	24	81	84	126	16
D_3__Vibrionales_D_4__Vibrionaceae$8b2dd6c00162533ec6459886608ec63a	0	26	0	0	0	14	27	19
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e00b7bd510da187e4e3b895e38fd2320	0	0	0	0	12	65	4	0
D_3__Candidatus_Peregrinibacteria_D_4__uncultured_bacterium$108ce01a5998dd6600479f6595613838	27	44	356	792	17	3	0	15
D_3__Propionibacteriales_D_4__Propionibacteriaceae$f17d3da8eb98435912cf7cfb2d1bfbdb	2	0	0	0	0	0	0	0
D_3__Cellvibrionales_D_4__Porticoccaceae$f306ed26df22623faafa606f016967c4	44	0	84	41	0	354	115	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$46e5973bd46e85f89d2986095b6ed395	65	34	0	0	0	0	0	36
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1726a7a3ec5d6896b8a83217289802fd	0	44	21	116	72	190	70	19
D_3__Flavobacteriales_D_4__Cryomorphaceae$25889ddae3406d74782b54033b4fd018	12	5	0	18	5	3	9	72
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2e946be935b01c1ab5145fc7feb84130	0	0	5	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$d6eb6e74a12364cd8e3f1b6d9616ef8d	0	20	398	226	82	115	31	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$7d6456ed66bdda0333912fbf86f1a870	159	63	144	7	7	164	258	135
D_3__Flavobacteriales_D_4__Cryomorphaceae$1172724989b312557f2152305561632b	20	16	50	26	0	17	33	39
D_3__Flavobacteriales_D_4__Flavobacteriaceae$eca99e5c078e49135ffcb4a37fcd12dd	39	125	320	14	38	56	16	27
D_3__Rickettsiales_D_4__SM2D12$a39534443a8fdc6af8dd7b2bf4110177	0	0	0	471	7	13	16	0
D_3__Opitutales_D_4__Puniceicoccaceae$75e701c158cb20aec806cd575bc77602	10	5	7	151	39	0	0	22
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$36e67bfc839356ae084aeeecdaf1ddc1	11	14	15	32	7	29	26	21
D_3__Nitrosococcales_D_4__Methylophagaceae$61e3efa67cfda888e85dc1b04e343a54	0	33	44	174	160	82	52	11
D_3__Thalassobaculales_D_4__Nisaeaceae$5decb97906ed2ef08b02f1e7fa19eabb	141	95	83	177	64	51	58	198
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$1e47d2cfbdb7f6e33020892e04c654f9	0	0	25	13	0	0	0	6
af4745552ae7a902c762c017c509b1d0$Unassigned	0	0	0	0	0	801	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$17afb889d59181a8b23af4d3f7b93a34	31	57	73	23	12	29	35	23
D_3__Flavobacteriales_D_4__NS9_marine_group$816dfe2b8596f45d3677e7fbd256c12d	22	65	66	78	25	0	186	0
D_3__Chitinophagales_D_4__Saprospiraceae$8d7cdd4cff1fe5386ad16dc931d3652d	16	0	24	18	0	0	37	44
D_3__Propionibacteriales_D_4__Nocardioidaceae$6d7868a40a558799092ecaf43a9384be	0	0	270	91	29	314	37	0
D_3__Flavobacteriales_D_4__NS9_marine_group$5918b585da24f8f0b5ea175bceae24ee	98	54	189	46	170	130	125	127
D_3__Rhodobacterales_D_4__Rhodobacteraceae$6df885becc397f22cec629f05a0a1d4c	0	7	198	324	210	315	40	0
D_3__Cellvibrionales_D_4__Porticoccaceae$5d4a8935161f9b2e6931c0359efab65f	29	55	225	0	0	39	160	79
923dd7e97129e44102c6f8b4b2718595$Unassigned	0	36	0	9	12	14	14	183
